"make","price","mileage","year","location","doors","color","model"
"Ford",28000,"41000 ",2018,"Abu Dhabi Gate City (Officers City), Abu Dhabi",4,"White","Figo"
"Renault",63000,"63000 ",2020,"Abu Dhabi Airport Freezone (ADAFZ), Abu Dhabi",4,"Brown","Megane"
"Mercedes-Benz",99000,"153000 ",2016,"Abu Dhabi Gate City (Officers City), Abu Dhabi",2,"Silver","C-Class Coupe"
"Maserati",57000,"59000 ",2010,"Abu Dhabi Airport Freezone (ADAFZ), Abu Dhabi",4,"White","Quattroporte"
"BMW",69000,"170000 ",2013,"Abu Dhabi Gate City (Officers City), Abu Dhabi",2,"Grey","X6"
"Toyota",95000,"74000 ",2021,"Abu Dhabi Airport Freezone (ADAFZ), Abu Dhabi",4,"White","Hiace"
"Maserati",93000,"113000 ",2012,"Rabdan, Abu Dhabi",2,"Brown","GranTurismo"
"Land Rover",118000,"161000 ",2014,"Abu Dhabi Airport Freezone (ADAFZ), Abu Dhabi",4,"White","Range Rover Sport"
"Mitsubishi",67000,"78000 ",2019,"Abu Dhabi Airport Freezone (ADAFZ), Abu Dhabi",4,"Silver","EclipseCross"
"Dodge",69000,"105000 ",2014,"Abu Dhabi Gate City (Officers City), Abu Dhabi",2,"Grey","Ram"
"Nissan",162000,"89000 ",2017,"Al Reem Island, Abu Dhabi",5,"White","Patrol"
"Infiniti",78500,"161000 ",2014,"Al Shawamekh, Abu Dhabi",4,"White","QX80"
"Nissan",199000,"126000 ",2020,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Mercedes-Benz",105000,"56000 ",2018,"Mohammed Bin Zayed City, Abu Dhabi",4,"Grey","C-Class"
"Changan",120000,"12474 ",2023,"Abu Dhabi",4,"White","CS95"
"Mercedes-Benz",49000,"94000 ",2013,"Al Ruwais, Abu Dhabi",4,"White","GLK-Class"
"BMW",40000,"182857 ",2013,"Al Manhal, Abu Dhabi",4,"White","5-Series"
"Volkswagen",134900,"6600 ",2022,"Mussafah, Abu Dhabi",4,"Grey","Teramont"
"Lexus",19500,"265000 ",2007,"Khalifa City A, Abu Dhabi",4,"Silver","ES-Series"
"Infiniti",58000,"93000 ",2014,"Al Shawamekh, Abu Dhabi",4,"Grey","QX70"
"Bentley",205000,"70000 ",2013,"Al Shawamekh, Abu Dhabi",2,"Black","Continental GT"
"Nissan",212000,"26000 ",2020,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Chevrolet",142000,"139000 ",2018,"Al Shawamekh, Abu Dhabi",4,"Black","Tahoe"
"Mercedes-Benz",187000,"108000 ",2019,"Al Shawamekh, Abu Dhabi",4,"Black","E-Class"
"Ford",64000,"145000 ",2017,"Al Shawamekh, Abu Dhabi",2,"Black","Mustang"
"Mercedes-Benz",80000,"170000 ",2016,"Al Khubeirah, Abu Dhabi",4,"Red","A-Class"
"BMW",225000,"29000 ",2021,"Al Shawamekh, Abu Dhabi",2,"White","4-Series"
"Land Rover",152000,"92000 ",2014,"Al Shawamekh, Abu Dhabi",4,"White","Range Rover Sport"
"Chevrolet",45000,"245000 ",2015,"Al Shawamekh, Abu Dhabi",4,"Red","Impala"
"Tesla",169000,"105000 ",2020,"Al Shawamekh, Abu Dhabi",4,"White","Model 3"
"Porsche",425000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Cayenne"
"Land Rover",143000,"149000 ",2016,"Al Shawamekh, Abu Dhabi",4,"Black","Range Rover Sport"
"Mercedes-Benz",164000,"144000 ",2017,"Al Shawamekh, Abu Dhabi",2,"White","C-Class Coupe"
"Toyota",168000,"22000 ",2021,"Al Shawamekh, Abu Dhabi",4,"White","Tundra"
"BMW",94800,"226000 ",2016,"Yas Island, Abu Dhabi",4,"White","X5"
"Alfa Romeo",129900,"13347 ",2020,"Yas Island, Abu Dhabi",4,"White","Giulia"
"Lexus",79000,"159101 ",2015,"Yas Island, Abu Dhabi",5,"Grey","RX-Series"
"Alfa Romeo",161900,"23730 ",2019,"Yas Island, Abu Dhabi",4,"White","Stelvio"
"Alfa Romeo",169900,"24926 ",2020,"Yas Island, Abu Dhabi",4,"White","Stelvio"
"Volkswagen",74900,"104000 ",2017,"Mussafah, Abu Dhabi",4,"White","GTI"
"Chevrolet",79000,"98000 ",2016,"Al Shawamekh, Abu Dhabi",2,"White","Camaro"
"BMW",65000,"103000 ",2015,"Khalifa City A, Abu Dhabi",2,"Red","4-Series"
"Toyota",235000,"13000 ",2021,"Zayed City (Khalifa City C), Abu Dhabi",5,"Black","Land Cruiser"
"Jeep",43000,"138000 ",2008,"Khalifa City A, Abu Dhabi",3,"Silver","Wrangler"
"Ford",32000,"200000 ",2013,"Abu Dhabi",4,"Brown","Explorer"
"Jeep",39000,"150000 ",2010,"Airport Street, Abu Dhabi",4,"Red","Wrangler"
"Chevrolet",18000,"300000 ",2013,"Mohammed Bin Zayed City, Abu Dhabi",4,"Gold","Malibu"
"Nissan",43000,"132000 ",2014,"Al Shawamekh, Abu Dhabi",5,"White","Xterra"
"MINI",68000,"106000 ",2017,"Al Shawamekh, Abu Dhabi",4,"Black","Coupe"
"Nissan",163000,"109000 ",2020,"Al Shawamekh, Abu Dhabi",5,"Black","Patrol"
"Mercedes-Benz",49000,"140000 ",2012,"Al Bateen, Abu Dhabi",4,"Grey","E-Class"
"Chevrolet",54000,"160000 ",2015,"Al Qurm, Abu Dhabi",4,"Black","Impala"
"Toyota",134000,"11000 ",2022,"Al Rawdah, Abu Dhabi",4,"Brown","Camry"
"Infiniti",57000,"150000 ",2015,"Al Hosn, Abu Dhabi",4,"Silver","Q70"
"Cadillac",395000,"38000 ",2021,"Al Shawamekh, Abu Dhabi",4,"White","Escalade"
"Mercedes-Benz",117000,"180000 ",2017,"Al Shawamekh, Abu Dhabi",4,"White","C-Class"
"Nissan",179000,"120000 ",2019,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Bentley",465000,"100000 ",2018,"Al Shawamekh, Abu Dhabi",4,"White","Bentayga"
"Nissan",228000,"70000 ",2021,"Al Shawamekh, Abu Dhabi",4,"Grey","Patrol"
"BMW",149000,"130000 ",2017,"Al Shawamekh, Abu Dhabi",4,"Grey","7-Series"
"Ford",210000,"90000 ",2018,"Al Shawamekh, Abu Dhabi",4,"White","F-Series Pickup"
"Nissan",238000,"55000 ",2021,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Chevrolet",125000,"100000 ",2016,"Al Shawamekh, Abu Dhabi",4,"Grey","Tahoe"
"Nissan",108000,"80000 ",2019,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Peugeot",77000,"68000 ",2018,"Al Qurm, Abu Dhabi",4,"Brown","5008"
"Ford",22000,"148000 ",2009,"Al Shawamekh, Abu Dhabi",4,"Grey","Expedition"
"Nissan",2e+05,"28000 ",2016,"Al Shawamekh, Abu Dhabi",4,"Beige","Patrol"
"Mitsubishi",16000,"180000 ",2013,"Zayed City (Khalifa City C), Abu Dhabi",4,"Black","Galant"
"BMW",369000,"0 ",2023,"Al Shawamekh, Abu Dhabi",5,"White","X5"
"BMW",389000,"0 ",2022,"Al Shawamekh, Abu Dhabi",5,"Brown","X5"
"Mercedes-Benz",129000,"169000 ",2016,"Al Shawamekh, Abu Dhabi",5,"Grey","GLE-Class"
"BMW",69000,"172000 ",2015,"Al Shawamekh, Abu Dhabi",2,"Red","2-Series"
"BMW",295000,"0 ",2023,"Al Shawamekh, Abu Dhabi",5,"Grey","5-Series"
"Dodge",65000,"117000 ",2016,"Al Shawamekh, Abu Dhabi",4,"White","Charger"
"BMW",179000,"62000 ",2019,"Al Shawamekh, Abu Dhabi",4,"White","5-Series"
"BMW",98000,"97000 ",2015,"Al Shawamekh, Abu Dhabi",5,"Silver","X3"
"BMW",269000,"0 ",2022,"Al Shawamekh, Abu Dhabi",5,"Black","X4"
"BMW",270000,"54000 ",2018,"Al Shawamekh, Abu Dhabi",5,"Black","X6"
"RAM",394000,"22000 ",2022,"Al Shawamekh, Abu Dhabi",4,"Red","1500 TRX"
"BMW",89000,"136000 ",2014,"Al Shawamekh, Abu Dhabi",4,"Grey","6-Series"
"Mitsubishi",23500,"147000 ",2016,"Al Muroor, Abu Dhabi",4,"White","Lancer"
"Tesla",230000,"9500 ",2022,"Abu Dhabi",4,"White","Model Y"
"Toyota",69000,"234000 ",2017,"Al Shawamekh, Abu Dhabi",4,"Grey","Avalon"
"Suzuki",21000,"130 ",2015,"Tourist Club Area (TCA), Abu Dhabi",4,"White","Swift"
"Lexus",109000,"38000 ",2018,"Al Shawamekh, Abu Dhabi",4,"White","IS300"
"Infiniti",23500,"145505 ",2008,"Danet Abu Dhabi, Abu Dhabi",5,"Black","FX45/FX35"
"Nissan",3e+05,"27000 ",2021,"Abu Dhabi",4,"White","Patrol"
"Mitsubishi",49000,"189501 ",2019,"Al Shawamekh, Abu Dhabi",4,"White","L200"
"Nissan",46000,"104000 ",2016,"Al Shawamekh, Abu Dhabi",4,"White","Navara"
"Toyota",66000,"93000 ",2017,"Al Shawamekh, Abu Dhabi",4,"White","Hilux"
"Nissan",207000,"112000 ",2020,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Nissan",175000,"205000 ",2016,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Land Rover",365000,"56000 ",2020,"Al Shawamekh, Abu Dhabi",4,"White","Defender"
"Toyota",75000,"0 ",2023,"Al Shawamekh, Abu Dhabi",5,"Yellow","Raize"
"Nissan",157000,"67000 ",2021,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Toyota",238000,"138000 ",2021,"Al Shawamekh, Abu Dhabi",4,"White","Land Cruiser"
"Cadillac",195000,"83000 ",2019,"Al Shawamekh, Abu Dhabi",4,"White","Escalade"
"Cadillac",158000,"110000 ",2017,"Al Shawamekh, Abu Dhabi",4,"Grey","Escalade"
"Lexus",277000,"166000 ",2017,"Al Shawamekh, Abu Dhabi",4,"White","LX-Series"
"Toyota",119000,"135000 ",2014,"Al Shawamekh, Abu Dhabi",4,"White","Land Cruiser"
"Ford",80000,"105000 ",2014,"Abu Dhabi",4,"Black","F-Series Pickup"
"Nissan",54000,"24000 ",2019,"Al Shamkha, Abu Dhabi",4,"Black","Altima"
"Tesla",270000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Model Y"
"Land Rover",630000,"0 ",2023,"Al Shawamekh, Abu Dhabi",4,"White","Range Rover Sport"
"Land Rover",450000,"0 ",2021,"Al Shawamekh, Abu Dhabi",4,"Green","Defender"
"Mercedes-Benz",275000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"Grey","C-Class"
"Nissan",19000,"224043 ",2012,"Mussafah, Abu Dhabi",4,"Blue","Maxima"
"Toyota",350000,"76000 ",2022,"Khalifa City A, Abu Dhabi",4,"Black","Land Cruiser"
"Nissan",315000,"0 ",2022,"Al Shawamekh, Abu Dhabi",5,"White","Patrol"
"Toyota",286000,"0 ",2023,"Al Shawamekh, Abu Dhabi",5,"White","Land Cruiser"
"Toyota",219000,"0 ",2023,"Al Shawamekh, Abu Dhabi",5,"Black","Land Cruiser"
"Toyota",199000,"0 ",2022,"Al Shawamekh, Abu Dhabi",5,"White","Highlander"
"Toyota",327000,"0 ",2023,"Al Shawamekh, Abu Dhabi",5,"Brown","Land Cruiser"
"Ford",65000,"170000 ",2014,"Al Shamkha, Abu Dhabi",2,"White","Super Duty"
"Hyundai",45000,"171000 ",2015,"Al Mina, Abu Dhabi",4,"White","Santa Fe"
"Jeep",62000,"112000 ",2012,"Al Shawamekh, Abu Dhabi",4,"Silver","Wrangler Unlimited"
"Cadillac",175000,"40000 ",2020,"Al Shawamekh, Abu Dhabi",4,"Grey","CT5"
"Land Rover",74000,"130000 ",2016,"Al Shawamekh, Abu Dhabi",4,"Black","Discovery Sport"
"Land Rover",294000,"78000 ",2018,"Zayed City (Khalifa City C), Abu Dhabi",5,"Green","Range Rover"
"Jeep",13000,"217000 ",2005,"Madinat Zayed, Abu Dhabi",4,"Black","Liberty"
"Audi",299000,"36000 ",2022,"Al Aman, Abu Dhabi",4,"White","Q7"
"Mercedes-Benz",115000,"285000 ",2014,"Al Shawamekh, Abu Dhabi",4,"Grey","S-Class"
"Mercedes-Benz",199000,"154000 ",2017,"Al Shamkha, Abu Dhabi",4,"White","S-Class"
"Jeep",170000,"21000 ",2019,"Abu Dhabi",4,"Red","Wrangler Unlimited"
"Jeep",71000,"135000 ",2016,"Al Shawamekh, Abu Dhabi",2,"Black","Wrangler"
"Mercedes-Benz",85000,"253600 ",2016,"Zayed City (Khalifa City C), Abu Dhabi",5,"Silver","CLS-Class"
"Chevrolet",14000,"290000 ",2009,"Corniche Road, Abu Dhabi",5,"Silver","Captiva"
"Volkswagen",122500,"50780 ",2017,"Abu Dhabi Gate City (Officers City), Abu Dhabi",4,"Grey","Golf R"
"Land Rover",625000,"6000 ",2023,"Abu Dhabi",4,"Black","Defender"
"Porsche",975000,"12500 ",2018,"Saadiyat Island, Abu Dhabi",2,"Gold","Carrera / 911"
"Chevrolet",28000,"130000 ",2013,"Zayed City (Khalifa City C), Abu Dhabi",2,"White","Camaro"
"Nissan",28500,"95000 ",2019,"Zayed City (Khalifa City C), Abu Dhabi",4,"White","Sunny"
"Ford",27500,"190 ",2013,"Zayed City (Khalifa City C), Abu Dhabi",4,"White","Taurus"
"BMW",65000,"140000 ",2014,"Zayed City (Khalifa City C), Abu Dhabi",2,"Brown","4-Series"
"Porsche",80000,"215000 ",2014,"Al Mushrif, Abu Dhabi",4,"Brown","Cayenne"
"Mitsubishi",41000,"15000 ",2022,"Abu Dhabi",4,"Grey","Attrage"
"Land Rover",293000,"42000 ",2019,"Mohammed Bin Zayed City, Abu Dhabi",4,"White","Range Rover Velar"
"Infiniti",179000,"89000 ",2018,"Abu Dhabi",5,"Blue","QX80"
"Honda",50000,"142000 ",2015,"Danet Abu Dhabi, Abu Dhabi",4,"Red","Accord"
"Toyota",282000,"0 ",2023,"Al Shamkha, Abu Dhabi",4,"White","Land Cruiser"
"Toyota",102000,"0 ",2023,"Al Shamkha, Abu Dhabi",2,"White","Hilux"
"Toyota",290000,"0 ",2022,"Al Shamkha, Abu Dhabi",4,"White","Land Cruiser"
"Tesla",180000,"0 ",2023,"Abu Dhabi",4,"White","Model 3"
"Jeep",110000,"75000 ",2017,"Al Muroor, Abu Dhabi",2,"Red","Wrangler"
"Mercedes-Benz",69500,"91167 ",2014,"Khalifa City A, Abu Dhabi",2,"White","SLK-Class"
"Nissan",12000,"170000 ",2007,"Mohammed Bin Zayed City, Abu Dhabi",4,"Gold","Murano"
"Nissan",275000,"0 ",2022,"Capital Centre, Abu Dhabi",4,"Black","Patrol"
"Nissan",265000,"0 ",2022,"Al Reem Island, Abu Dhabi",4,"White","Patrol"
"Nissan",265000,"0 ",2022,"Al Reem Island, Abu Dhabi",4,"Black","Patrol"
"Chevrolet",66000,"122000 ",2016,"Mohammed Bin Zayed City, Abu Dhabi",2,"Yellow","Camaro"
"Toyota",92000,"114000 ",2020,"Al Zahiyah, Abu Dhabi",4,"White","Camry"
"Tesla",259000,"75000 ",2017,"Al Shawamekh, Abu Dhabi",5,"Black","Model X"
"Land Rover",320000,"159000 ",2018,"Abu Dhabi",4,"Blue","Range Rover"
"GMC",25000,"273000 ",2013,"Abu Dhabi",5,"Blue","Terrain"
"GMC",178000,"0 ",2022,"Al Shawamekh, Abu Dhabi",2,"Red","Sierra"
"Lexus",568000,"0 ",2023,"Al Shawamekh, Abu Dhabi",4,"White","LX600"
"Nissan",145000,"270000 ",2017,"KIZAD, Abu Dhabi",5,"White","Patrol"
"Chrysler",9500,"220000 ",2007,"Abu Dhabi",5,"Silver","Voyager/Caravan"
"GMC",1e+05,"172000 ",2015,"Mohammed Bin Zayed City, Abu Dhabi",2,"White","Sierra"
"Nissan",54000,"235000 ",2010,"Abu Dhabi",5,"White","Patrol"
"Ferrari",265000,"64000 ",2000,"Al Shawamekh, Abu Dhabi",2,"Silver","360"
"BMW",115000,"215000 ",2017,"Al Shawamekh, Abu Dhabi",4,"White","7-Series"
"Jeep",1e+05,"92500 ",2017,"Al Raha Gardens, Abu Dhabi",4,"Grey","Wrangler Unlimited"
"Toyota",68000,"18000 ",2021,"Al Shamkha, Abu Dhabi",4,"Grey","Corolla"
"Mercedes-Benz",140000,"120000 ",2018,"Al Shawamekh, Abu Dhabi",4,"Grey","C-Class Coupe"
"Tesla",235000,"20000 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Model Y"
"Toyota",16500,"339000 ",2009,"Baniyas, Abu Dhabi",4,"White","Camry"
"Volkswagen",159000,"0 ",2022,"Zayed City (Khalifa City C), Abu Dhabi",5,"Other Color","ID.6"
"Jeep",13500,"240000 ",2007,"Al Mushrif, Abu Dhabi",5,"Black","Commander"
"Mercedes-Benz",27000,"200000 ",2008,"Masdar City, Abu Dhabi",4,"Silver","S-Class"
"Mercedes-Benz",115000,"82000 ",2017,"Al Reem Island, Abu Dhabi",4,"Blue","E-Class"
"Bentley",445000,"41000 ",2017,"Al Bateen, Abu Dhabi",4,"Beige","Bentayga"
"BMW",35000,"110000 ",2011,"Abu Dhabi",2,"Grey","3-Series"
"BMW",70000,"113000 ",2016,"Al Hosn, Abu Dhabi",4,"White","5-Series"
"BMW",119000,"142000 ",2016,"Al Shamkha, Abu Dhabi",4,"Gold","X6"
"Nissan",274000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Nissan",102000,"220000 ",2017,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"BMW",40000,"113168 ",2010,"Al Karamah, Abu Dhabi",4,"White","7-Series"
"Ford",43000,"78000 ",2019,"Al Mushrif, Abu Dhabi",4,"White","Fusion"
"Toyota",47900,"119900 ",2019,"Al Matar, Abu Dhabi",4,"Orange","Yaris"
"Nissan",77900,"106535 ",2016,"Al Matar, Abu Dhabi",4,"White","Pathfinder"
"Mitsubishi",64900,"65500 ",2019,"Al Matar, Abu Dhabi",5,"Silver","ASX"
"Peugeot",35900,"138000 ",2012,"Al Matar, Abu Dhabi",2,"Black","RCZ"
"Nissan",35900,"90661 ",2019,"Al Matar, Abu Dhabi",4,"Silver","Sunny"
"Hyundai",65000,"128032 ",2018,"Al Matar, Abu Dhabi",4,"Silver","Sonata"
"Chevrolet",58900,"134872 ",2015,"Al Matar, Abu Dhabi",4,"White","Impala"
"Volkswagen",115000,"93868 ",2019,"Al Matar, Abu Dhabi",5,"Grey","Teramont"
"Hyundai",15000,"350000 ",2007,"Al Mushrif, Abu Dhabi",4,"White","Veracruz"
"Chevrolet",148695,"148500 ",2017,"Mohammed Bin Zayed City, Abu Dhabi",5,"White","Trailblazer"
"Mercedes-Benz",14000,"183000 ",2002,"Al Zaab, Abu Dhabi",4,"Grey","S-Class"
"Land Rover",210000,"105000 ",2017,"Abu Dhabi",4,"White","Range Rover Sport"
"Nissan",39000,"290000 ",2016,"Corniche Area, Abu Dhabi",4,"Black","Maxima"
"Land Rover",2e+05,"184138 ",2016,"Zayed City (Khalifa City C), Abu Dhabi",5,"Silver","Range Rover"
"Maserati",75000,"120000 ",2014,"Abu Dhabi",4,"Brown","Ghibli"
"Mercedes-Benz",34000,"191000 ",2011,"Al Reem Island, Abu Dhabi",4,"Black","E-Class"
"Nissan",26000,"100520 ",2015,"Mohammed Bin Zayed City, Abu Dhabi",4,"Silver","Altima"
"Chevrolet",32000,"181000 ",2011,"Mussafah, Abu Dhabi",2,"Yellow","Camaro"
"Jeep",26000,"102000 ",2005,"Al Bahia, Abu Dhabi",3,"Green","Wrangler"
"Chevrolet",25000,"259999 ",2016,"Madinat Zayed, Abu Dhabi",4,"White","Traverse"
"Land Rover",345000,"38 ",2020,"Abu Dhabi",4,"Grey","Range Rover Sport"
"Toyota",362000,"22500 ",2022,"Al Bateen, Abu Dhabi",4,"White","Land Cruiser"
"Toyota",68500,"118943 ",2020,"Abu Dhabi",4,"White","Hilux"
"Audi",375000,"29000 ",2021,"Al Shawamekh, Abu Dhabi",4,"White","Q8"
"Porsche",98000,"107000 ",2014,"Al Shawamekh, Abu Dhabi",4,"Silver","Cayenne"
"Hyundai",66000,"170000 ",2019,"Al Shawamekh, Abu Dhabi",5,"White","H1"
"Hyundai",19500,"330000 ",2012,"Abu Dhabi",4,"Black","Sonata"
"Mitsubishi",87000,"23000 ",2022,"Abu Dhabi",2,"White","Canter"
"Ford",34000,"165000 ",2013,"Al Karamah, Abu Dhabi",5,"Green","Explorer"
"BMW",77000,"140000 ",2016,"Abu Dhabi",4,"Grey","5-Series"
"Nissan",39000,"171000 ",2018,"Al Shawamekh, Abu Dhabi",4,"White","Sentra"
"Nissan",93500,"71000 ",2018,"Al Shawamekh, Abu Dhabi",2,"Silver","Patrol"
"MINI",80000,"55000 ",2018,"Al Wathba, Abu Dhabi",4,"Grey","Cooper"
"BMW",140000,"70965 ",2016,"Abu Dhabi",4,"Silver","6-Series"
"Ford",39000,"196000 ",2013,"Al Muroor, Abu Dhabi",4,"Gold","Edge"
"Bentley",790000,"35000 ",2019,"Zayed City (Khalifa City C), Abu Dhabi",2,"White","Continental GT"
"Hyundai",25000,"134 ",2012,"Zayed City (Khalifa City C), Abu Dhabi",4,"Gold","Genesis"
"Toyota",19000,"330000 ",2013,"Abu Dhabi",4,"White","Yaris"
"Chevrolet",132000,"17750 ",2021,"Airport Street, Abu Dhabi",4,"Silver","Traverse"
"GMC",205000,"0 ",2022,"Airport Street, Abu Dhabi",2,"White","Sierra"
"GMC",289000,"0 ",2022,"Danet Abu Dhabi, Abu Dhabi",4,"Black","Yukon"
"GMC",205000,"0 ",2022,"Airport Street, Abu Dhabi",2,"White","Sierra"
"Ford",25500,"215000 ",2016,"Al Raha Gardens, Abu Dhabi",4,"Black","Fusion"
"Nissan",270000,"0 ",2021,"Al Shamkha, Abu Dhabi",4,"Grey","Patrol"
"Toyota",345000,"0 ",2022,"Al Shamkha, Abu Dhabi",4,"White","Land Cruiser"
"Toyota",320000,"0 ",2022,"Al Shamkha, Abu Dhabi",4,"White","Land Cruiser"
"Toyota",293000,"0 ",2022,"Al Shamkha, Abu Dhabi",4,"White","Land Cruiser"
"Toyota",118000,"0 ",2022,"Al Shamkha, Abu Dhabi",4,"White","Hilux"
"Toyota",143000,"0 ",2022,"Al Shamkha, Abu Dhabi",4,"White","Fortuner"
"Toyota",187000,"0 ",2023,"Al Shamkha, Abu Dhabi",4,"White","Prado"
"BMW",63500,"137056 ",2013,"Al Muroor, Abu Dhabi",4,"Blue","6-Series"
"Volkswagen",172000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","ID.4"
"Toyota",18000,"430000 ",2009,"Corniche Area, Abu Dhabi",4,"White","Avalon"
"Audi",29000,"125500 ",2009,"Al Reem Island, Abu Dhabi",2,"Gold","A5"
"Mitsubishi",48000,"88000 ",2014,"Al Markaziya, Abu Dhabi",5,"Brown","Pajero"
"Mitsubishi",41499,"95000 ",2012,"Zayed City (Khalifa City C), Abu Dhabi",5,"White","Pajero"
"Mercedes-Benz",37000,"152000 ",2011,"Al Qurm, Abu Dhabi",5,"White","M-Class"
"MINI",28000,"50000 ",1981,"Shakhbout City (Khalifa City B), Abu Dhabi",2,"Brown","Coupe"
"Chevrolet",49000,"27000 ",2021,"Abu Dhabi",5,"Black","Captiva"
"Ford",58000,"139000 ",2015,"Al Falah City, Abu Dhabi",4,"White","Expedition"
"Jeep",52000,"140000 ",2013,"Zayed City (Khalifa City C), Abu Dhabi",3,"White","Wrangler"
"Mazda",32000,"110000 ",2007,"Abu Dhabi",2,"Black","MX-5"
"Maserati",78000,"97000 ",2015,"Al Raha Beach, Abu Dhabi",4,"Grey","Ghibli"
"Chevrolet",160000,"11000 ",2021,"Airport Street, Abu Dhabi",2,"Black","Silverado"
"Mercedes-Benz",35000,"219000 ",2010,"Al Dhafrah, Abu Dhabi",2,"White","E-Class Coupe"
"Honda",26500,"154000 ",2012,"Saadiyat Island, Abu Dhabi",2,"Black","Accord"
"Toyota",330000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Land Cruiser"
"Toyota",145000,"0 ",2023,"Al Shawamekh, Abu Dhabi",4,"White","Fortuner"
"Toyota",278000,"0 ",2023,"Al Shawamekh, Abu Dhabi",4,"White","Land Cruiser"
"Toyota",340000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Land Cruiser"
"Toyota",99000,"0 ",2023,"Al Shawamekh, Abu Dhabi",2,"White","Hilux"
"Toyota",135000,"0 ",2021,"Al Shawamekh, Abu Dhabi",2,"Brown","Land Cruiser"
"Toyota",69900,"0 ",2023,"Al Shawamekh, Abu Dhabi",4,"White","Rush"
"Toyota",105000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Hilux"
"Toyota",145000,"0 ",2022,"Al Shawamekh, Abu Dhabi",2,"Brown","Land Cruiser"
"Mercedes-Benz",28000,"236736 ",2010,"Al Shawamekh, Abu Dhabi",3,"Silver","Viano"
"Nissan",45000,"60644 ",2019,"Al Shawamekh, Abu Dhabi",4,"Silver","Pathfinder"
"Toyota",150000,"0 ",2023,"Al Shawamekh, Abu Dhabi",2,"Blue","FJ Cruiser"
"Volkswagen",140000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"Silver","ID.4"
"Volkswagen",155000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","ID.6"
"Tesla",185000,"21000 ",2022,"Abu Dhabi",4,"White","Model 3"
"Porsche",153000,"197500 ",2014,"Abu Dhabi",4,"Silver","Cayenne"
"Volkswagen",139000,"78000 ",2019,"Al Shawamekh, Abu Dhabi",5,"White","Tiguan"
"BMW",159000,"135000 ",2016,"Al Shawamekh, Abu Dhabi",2,"Yellow","M4"
"Mercedes-Benz",129000,"87000 ",2017,"Al Shawamekh, Abu Dhabi",5,"White","GLC"
"BMW",79000,"164000 ",2014,"Al Shawamekh, Abu Dhabi",5,"Silver","X5"
"BMW",129000,"171000 ",2017,"Al Shawamekh, Abu Dhabi",5,"White","X5"
"Toyota",35000,"133000 ",2015,"Al Shawamekh, Abu Dhabi",5,"White","Yaris"
"BMW",169000,"175000 ",2015,"Al Shawamekh, Abu Dhabi",5,"Grey","X5"
"Mercedes-Benz",169000,"115000 ",2019,"Al Shawamekh, Abu Dhabi",4,"White","E-Class"
"Nissan",89000,"117000 ",2019,"Al Shawamekh, Abu Dhabi",5,"White","Pathfinder"
"Jaguar",39000,"128000 ",2013,"Al Shamkha, Abu Dhabi",4,"White","XF"
"Mercedes-Benz",165000,"192000 ",2016,"Al Shawamekh, Abu Dhabi",5,"White","GLE Coupe"
"Mercedes-Benz",89000,"155000 ",2015,"Al Shawamekh, Abu Dhabi",5,"White","GL-Class"
"BMW",149000,"145000 ",2018,"Al Shawamekh, Abu Dhabi",4,"Black","5-Series"
"Land Rover",109000,"223000 ",2014,"Al Shawamekh, Abu Dhabi",5,"White","Range Rover"
"BMW",29500,"141000 ",2012,"Al Shawamekh, Abu Dhabi",5,"White","X1"
"Chevrolet",39000,"48000 ",2016,"Zayed City (Khalifa City C), Abu Dhabi",4,"Silver","Malibu"
"Mercedes-Benz",79000,"193000 ",2015,"Zayed City (Khalifa City C), Abu Dhabi",5,"Red","M-Class"
"BMW",135000,"100000 ",2017,"Al Shawamekh, Abu Dhabi",4,"White","5-Series"
"BMW",339000,"41000 ",2019,"Al Shawamekh, Abu Dhabi",4,"White","7-Series"
"BMW",442000,"0 ",2023,"Zayed City (Khalifa City C), Abu Dhabi",5,"Black","X6"
"BMW",409000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","7-Series"
"Hyundai",68000,"61000 ",2017,"Al Shawamekh, Abu Dhabi",5,"Grey","Tucson"
